epoch,train_loss,train_acc,val_loss,val_acc,val_uf1,val_uar
1,1.4519579362629647,0.16917922948073702,1.384510080019633,0.15476190476190477,0.16917497593173864,0.218291665855384
2,1.079276567328116,0.36683417085427134,1.370985820179894,0.19642857142857142,0.18317574238626871,0.22594952523738132
3,0.7357586997637597,0.5343383584589615,1.3839299111139207,0.26785714285714285,0.21850125393603653,0.25886894215230044
4,0.5503357001884499,0.6331658291457286,1.3959576941671825,0.3333333333333333,0.22901793858315597,0.23476167760275707
5,0.3415236309844645,0.7236180904522613,1.442348945708502,0.32142857142857145,0.23254088365638156,0.25100274538055645
6,0.25540250949124793,0.7688442211055276,1.520168662071228,0.30357142857142855,0.22031114249159364,0.23666884090422322
7,0.15010311646727062,0.8576214405360134,1.5675190034366788,0.39880952380952384,0.25629399999147895,0.2738598233350857
8,0.11121726934634261,0.897822445561139,1.5187960721197582,0.35119047619047616,0.22172438700051697,0.23136078064863672
9,0.07822125776354193,0.9212730318257957,1.62255254813603,0.375,0.24707488154838927,0.2716967814793902
10,0.057386023739674184,0.9463986599664992,1.5370791469301497,0.3273809523809524,0.22184151802506352,0.22763764221785213
11,0.04994421804064832,0.9463986599664992,1.5679489430927096,0.38095238095238093,0.24066340405626122,0.2517668113994951
12,0.039366531424486456,0.9530988274706867,1.6052171218962896,0.3630952380952381,0.2263243956247652,0.24759454688240295
13,0.03566117862386121,0.9631490787269682,1.6876456226621355,0.375,0.22531175423594893,0.24385274895020026
14,0.043508276118705023,0.9581239530988275,1.6662934734707786,0.39285714285714285,0.24860104214897336,0.26415672034112814
15,0.021020789259430052,0.9765494137353434,1.74661918481191,0.39285714285714285,0.24693321780877714,0.26224371580443545
