epoch,train_loss,train_acc,val_loss,val_acc,val_uf1,val_uar
1,1.503713442143754,0.13584288052373159,1.4259781899390283,0.07792207792207792,0.021978021978021976,0.12244897959183673
2,1.4848046398396968,0.176759410801964,1.41474453814618,0.23376623376623376,0.17359639507977104,0.20130272952853595
3,1.3794939069232848,0.27823240589198034,1.368676303269027,0.3246753246753247,0.2449712589932543,0.23141208509872108
4,1.266213215314425,0.33878887070376434,1.400340442533617,0.2987012987012987,0.2220931413501073,0.20439743308406902
5,1.146406175657107,0.40916530278232405,1.3277106068351052,0.35714285714285715,0.2689282271613099,0.27568245886218234
6,0.9845300386072962,0.4713584288052373,1.4071077836024297,0.34415584415584416,0.25596847382768306,0.24597950692420736
7,0.8437360737795916,0.5204582651391162,1.3837298665727888,0.3051948051948052,0.24393112182788773,0.25224359613760533
8,0.7924625764306751,0.5564648117839607,1.4455649264447101,0.37012987012987014,0.2566319749949351,0.25469614870536533
9,0.715564321622911,0.5957446808510638,1.454492900278661,0.37012987012987014,0.268298450280587,0.2623678804554381
10,0.5563002602363374,0.679214402618658,1.5474805026859433,0.461038961038961,0.28819157752818175,0.28962588870422973
11,0.49732812580617475,0.7266775777414075,1.5839184569073963,0.43506493506493504,0.29675730643094334,0.32064249114940363
12,0.39763801304681407,0.7741407528641571,1.6497570725230428,0.3961038961038961,0.28132301565312207,0.2694573731440091
13,0.41633492776493003,0.7561374795417348,1.6728205742774072,0.4155844155844156,0.28008060809952273,0.27804165880202747
14,0.341031897380192,0.8101472995090017,1.7147399171606286,0.3961038961038961,0.26289540206326434,0.2617605129125867
15,0.3572764209366469,0.79050736497545,1.6970415672698578,0.4155844155844156,0.2817268430353833,0.2830188244934789
16,0.31107093006031017,0.8265139116202946,1.7778531111680067,0.4090909090909091,0.2925884846937478,0.2948490321762211
17,0.2516649386398921,0.8690671031096563,2.0146628850466244,0.38311688311688313,0.24244524688624197,0.2394916911045943
18,0.1948269674411187,0.8772504091653028,1.9078909452859458,0.44155844155844154,0.30740850285363747,0.30463392214544294
19,0.24451682269085448,0.8543371522094927,2.0191576449902024,0.3961038961038961,0.24000331840053096,0.24363578050213994
20,0.24491747908916098,0.8756137479541735,2.1061074950478296,0.4090909090909091,0.24440248009316085,0.2504385015905753
21,0.19107022832731568,0.8854337152209493,2.074390813901827,0.44805194805194803,0.27709202806185884,0.2983966877976095
22,0.16679040994952432,0.8903436988543372,2.0931470734732494,0.44805194805194803,0.28993324602568304,0.30097091848243923
23,0.18123089164836903,0.8919803600654664,2.0637738178302714,0.45454545454545453,0.27927289248285597,0.2931576871669037
24,0.19020340394125046,0.8870703764320785,2.077220254130178,0.42857142857142855,0.2728170266898316,0.27306410946963944
25,0.21032439721001345,0.8903436988543372,2.068492171052214,0.45454545454545453,0.2798575394483323,0.2858784840351661
26,0.15291183470533445,0.9132569558101473,2.074150878113586,0.42857142857142855,0.29526264195099206,0.2887688348517842
27,0.11966903588495259,0.9296235679214403,2.096032260300277,0.44155844155844154,0.2819608128739204,0.30085275707395526
28,0.17962633241608178,0.8985270049099836,2.180299096293264,0.44155844155844154,0.2642989905998359,0.2784995342599029
29,0.1451535738529043,0.911620294599018,2.2067688904799425,0.43506493506493504,0.2752278598120383,0.29891997403518145
30,0.13968263929363023,0.9181669394435352,2.1272313501927758,0.44155844155844154,0.3026316918897014,0.30463392214544294
