epoch,train_loss,train_acc,val_loss,val_acc,val_uf1,val_uar
1,1.4780559658809107,0.15220949263502456,1.3871843381361528,0.14935064935064934,0.0961344537815126,0.13112693757855048
2,1.1390423419627738,0.31751227495908346,1.3414091785232742,0.2012987012987013,0.19937792175955732,0.21161678822969146
3,0.8026645493780532,0.5253682487725041,1.3089901317249646,0.24675324675324675,0.21815727723575734,0.23452603464124203
4,0.5712444517889507,0.5924713584288053,1.3914506775992257,0.2857142857142857,0.24433629968603196,0.25531911764630655
5,0.3411830769037849,0.7332242225859247,1.4702003497581977,0.33116883116883117,0.2587325317271644,0.2575946199218088
6,0.25112367939636865,0.7594108019639935,1.458735125405448,0.38311688311688313,0.2892124122376223,0.2812545237660445
7,0.14235372009722183,0.8592471358428805,1.4744247616111459,0.35714285714285715,0.26597445995942237,0.25543906937916155
8,0.10273795632215646,0.8903436988543372,1.5346047444777056,0.3961038961038961,0.2806617192331478,0.2743786551390238
9,0.07465839496952423,0.9296235679214403,1.551104653965343,0.4025974025974026,0.2973100374826495,0.29768509780030517
10,0.07285376615005312,0.9345335515548282,1.5553629026784526,0.38961038961038963,0.2744356033186172,0.2649595028627286
11,0.04379032442495593,0.9541734860883797,1.5295017818351844,0.4155844155844156,0.27283144895907496,0.2784714005912162
12,0.03379019376640429,0.9770867430441899,1.5878583022526331,0.35714285714285715,0.24689368940793419,0.23683919766869077
13,0.0386061110029244,0.9656301145662848,1.6345011506761824,0.38311688311688313,0.25750795389349607,0.25982792169428115
14,0.05768299994170178,0.9378068739770867,1.6177401263992508,0.34415584415584416,0.2441755162894755,0.2670789911573322
15,0.02957876563779461,0.9574468085106383,1.6495169540504357,0.36363636363636365,0.24837447704785381,0.265435984906031
16,0.02671945737690075,0.967266775777414,1.663965469830996,0.37662337662337664,0.2581872956257568,0.2571102092991494
17,0.02705037547504063,0.9705400981996727,1.7227823920064158,0.38311688311688313,0.25059385366023396,0.27339429643577107
