epoch,train_loss,train_acc,val_loss,val_acc,val_uf1,val_uar
1,1.4559045397057206,0.1490787269681742,1.352210283279419,0.2261904761904762,0.19883004120099979,0.2883493318275927
2,1.1466523011525471,0.37353433835845895,1.3066001449312483,0.2619047619047619,0.25714512269374,0.33022774327122156
3,0.948928489557263,0.4271356783919598,1.3048132459322612,0.24404761904761904,0.19354879631377328,0.191959215197596
4,0.656948373046153,0.6113902847571189,1.3015565361295427,0.23809523809523808,0.21767252459349024,0.242092427812068
5,0.49674318393870215,0.6331658291457286,1.3246323664983113,0.32142857142857145,0.30511403167941037,0.32599430804078483
6,0.39190885359717775,0.7252931323283082,1.440248273667835,0.30357142857142855,0.28552602298226765,0.30576870655581295
7,0.26335835204751445,0.7705192629815746,1.4741646846135457,0.30952380952380953,0.2650154727843033,0.28038805272688333
8,0.22740193261722824,0.8157453936348409,1.5695436596870422,0.30357142857142855,0.23557210222927355,0.237711339135627
9,0.17341723437834425,0.8492462311557789,1.5757390090397425,0.26785714285714285,0.1947939561512044,0.2027807524809024
10,0.10270512769220262,0.8927973199329984,1.629648623012361,0.27976190476190477,0.18250434076764607,0.19615922558201418
11,0.09800559831424374,0.9212730318257957,1.6868273814519246,0.30952380952380953,0.22589422034923165,0.23395331555001722
12,0.09900081720533882,0.9128978224455612,1.684970498085022,0.3273809523809524,0.2535539198661085,0.26059664972708446
13,0.06303438641617645,0.9212730318257957,1.6376620445932661,0.31547619047619047,0.24756643816386312,0.2523541800528307
